time,open,high,low,close,vwap,volume,count
2024-04-23 00:00:00,3202.00,3217.27,3197.09,3217.24,3210.07,263.95683711,418
2024-04-23 01:00:00,3217.25,3223.33,3207.00,3208.54,3217.26,369.11150430,346
2024-04-23 02:00:00,3208.54,3217.22,3195.11,3197.09,3201.39,1139.43342680,330
2024-04-23 03:00:00,3197.32,3202.06,3185.39,3186.81,3194.55,503.40172039,306
2024-04-23 04:00:00,3186.81,3193.68,3172.92,3178.02,3185.85,82.04757921,338
2024-04-23 05:00:00,3178.37,3188.94,3174.69,3186.35,3185.10,377.78994125,287
2024-04-23 06:00:00,3186.35,3191.89,3172.68,3175.78,3183.34,234.39873752,270
2024-04-23 07:00:00,3176.53,3179.01,3154.00,3161.59,3162.34,1085.07764273,618
2024-04-23 08:00:00,3161.99,3169.44,3155.00,3169.43,3162.62,159.97825726,315
2024-04-23 09:00:00,3169.44,3172.49,3165.32,3167.01,3169.52,209.18344786,236
2024-04-23 10:00:00,3167.02,3185.00,3167.02,3182.47,3180.58,343.37907368,342
2024-04-23 11:00:00,3182.96,3182.96,3167.98,3178.21,3173.71,96.89149278,209
2024-04-23 12:00:00,3179.08,3188.43,3174.81,3184.84,3180.99,339.09380133,269
2024-04-23 13:00:00,3185.81,3207.11,3175.82,3206.72,3191.74,561.08502643,529
2024-04-23 14:00:00,3207.36,3263.55,3207.36,3249.14,3238.45,2019.14182877,1096
2024-04-23 15:00:00,3249.15,3249.52,3223.61,3223.61,3232.09,567.25815181,464
2024-04-23 16:00:00,3225.42,3240.45,3217.96,3233.09,3234.23,1747.48222297,465
2024-04-23 17:00:00,3233.10,3246.94,3225.94,3237.74,3235.70,1205.70713966,397
2024-04-23 18:00:00,3238.44,3240.94,3221.36,3230.34,3232.70,669.26464576,402
2024-04-23 19:00:00,3230.33,3230.33,3216.07,3216.79,3219.44,590.05598708,376
2024-04-23 20:00:00,3218.62,3221.98,3190.00,3206.67,3198.90,274.80443373,471
2024-04-23 21:00:00,3207.39,3209.96,3201.48,3208.73,3207.30,570.40598636,266
2024-04-23 22:00:00,3209.54,3220.33,3208.27,3214.88,3212.98,701.96239516,264
2024-04-23 23:00:00,3215.32,3221.41,3203.01,3220.02,3217.88,676.91465012,353
2024-04-24 00:00:00,3220.00,3233.00,3212.92,3229.26,3222.34,328.85287915,312
2024-04-24 01:00:00,3229.26,3247.41,3229.26,3240.74,3236.21,288.15605160,480
2024-04-24 02:00:00,3239.77,3241.48,3216.30,3230.43,3232.25,139.88181282,316
2024-04-24 03:00:00,3230.43,3244.05,3229.65,3236.62,3238.23,269.35840269,247
2024-04-24 04:00:00,3237.81,3272.93,3236.76,3272.93,3254.62,342.39404925,441
2024-04-24 05:00:00,3272.26,3274.60,3250.01,3258.13,3263.50,306.06434582,321
2024-04-24 06:00:00,3258.12,3259.26,3245.42,3256.75,3251.65,328.09534497,289
2024-04-24 07:00:00,3256.75,3265.33,3250.12,3250.30,3257.59,211.67144663,271
2024-04-24 08:00:00,3250.30,3259.98,3244.37,3251.15,3252.15,107.28071905,287
2024-04-24 09:00:00,3252.77,3254.34,3244.17,3254.34,3248.85,165.57445516,285
2024-04-24 10:00:00,3254.16,3267.93,3248.65,3266.94,3258.20,135.62861475,202
2024-04-24 11:00:00,3268.05,3284.77,3266.30,3281.92,3277.04,178.47614642,431
2024-04-24 12:00:00,3281.93,3291.64,3270.98,3273.31,3282.42,242.04165588,446
2024-04-24 13:00:00,3273.37,3273.42,3240.75,3246.71,3255.60,381.74102006,482
2024-04-24 14:00:00,3247.04,3255.30,3188.04,3210.98,3208.96,2196.49494765,1266
2024-04-24 15:00:00,3213.11,3213.11,3168.95,3176.42,3184.08,807.25120154,856
2024-04-24 16:00:00,3175.47,3189.17,3158.27,3171.31,3174.65,667.20840719,627
2024-04-24 17:00:00,3171.83,3191.86,3171.83,3177.96,3187.27,320.82071997,495
2024-04-24 18:00:00,3178.78,3178.78,3120.47,3127.50,3136.99,1381.54153630,951
2024-04-24 19:00:00,3126.26,3145.61,3105.75,3132.42,3132.38,411.02102348,632
2024-04-24 20:00:00,3132.79,3138.26,3115.00,3129.29,3128.46,574.49232930,594
2024-04-24 21:00:00,3129.30,3148.00,3125.48,3146.68,3141.15,192.14237696,370
2024-04-24 22:00:00,3146.68,3147.65,3123.20,3130.00,3136.66,237.47459405,238
2024-04-24 23:00:00,3130.00,3139.73,3112.00,3138.84,3131.58,191.19490101,412
2024-04-25 00:00:00,3139.11,3160.26,3136.89,3156.47,3151.21,1334.52500806,390
2024-04-25 01:00:00,3156.33,3170.18,3143.10,3143.10,3161.92,317.14428751,339
2024-04-25 02:00:00,3140.32,3161.71,3128.50,3152.37,3150.23,77.80956416,355
2024-04-25 03:00:00,3152.71,3160.00,3142.27,3147.11,3150.84,59.85893301,303
2024-04-25 04:00:00,3147.08,3154.07,3128.22,3154.07,3142.56,86.02131815,269
2024-04-25 05:00:00,3154.07,3163.94,3142.65,3157.45,3151.79,120.02201206,289
2024-04-25 06:00:00,3157.55,3164.17,3156.01,3157.00,3157.91,91.40637393,190
2024-04-25 07:00:00,3157.01,3158.98,3130.99,3135.57,3151.19,222.72330662,288
2024-04-25 08:00:00,3135.56,3147.28,3123.73,3135.26,3132.17,108.39066902,268
2024-04-25 09:00:00,3135.51,3149.34,3130.96,3135.39,3139.83,230.37228199,196
2024-04-25 10:00:00,3135.39,3135.39,3074.39,3082.65,3092.41,1105.82003637,968
2024-04-25 11:00:00,3084.05,3118.51,3081.85,3112.82,3103.18,268.44100008,406
2024-04-25 12:00:00,3112.82,3151.34,3096.45,3108.12,3122.70,716.71651689,637
2024-04-25 13:00:00,3108.12,3125.06,3079.05,3124.75,3106.96,1162.32341985,729
2024-04-25 14:00:00,3121.84,3140.51,3106.52,3113.77,3120.66,456.55224025,530
2024-04-25 15:00:00,3113.78,3164.35,3113.78,3157.15,3138.90,964.25976696,635
2024-04-25 16:00:00,3157.16,3164.22,3147.47,3155.51,3156.40,453.69905396,437
2024-04-25 17:00:00,3155.78,3170.42,3146.16,3158.54,3156.58,321.22434966,442
2024-04-25 18:00:00,3158.54,3170.79,3150.18,3170.09,3158.03,412.49237431,359
2024-04-25 19:00:00,3169.98,3172.00,3153.17,3161.77,3161.09,260.66826841,302
2024-04-25 20:00:00,3161.98,3176.09,3155.74,3174.57,3167.00,447.81973686,356
2024-04-25 21:00:00,3174.33,3190.86,3169.82,3170.22,3179.43,191.76092385,343
2024-04-25 22:00:00,3170.77,3172.22,3158.19,3159.69,3164.80,145.70868314,257
2024-04-25 23:00:00,3159.52,3165.72,3154.15,3155.68,3159.88,137.11592650,264
2024-04-26 00:00:00,3155.63,3157.56,3134.35,3146.92,3146.41,310.04566949,342
2024-04-26 01:00:00,3146.84,3159.52,3127.49,3147.19,3138.76,102.70166295,293
2024-04-26 02:00:00,3147.56,3163.67,3147.19,3154.90,3154.92,61.88661949,224
2024-04-26 03:00:00,3154.89,3154.90,3140.47,3141.70,3147.39,305.68237144,233
2024-04-26 04:00:00,3141.71,3141.81,3131.21,3133.44,3136.76,39.34628739,253
2024-04-26 05:00:00,3133.00,3150.00,3130.21,3150.00,3138.64,218.19298326,265
2024-04-26 06:00:00,3149.99,3153.17,3137.30,3139.93,3147.66,76.26331602,192
2024-04-26 07:00:00,3139.97,3144.61,3132.46,3136.67,3137.92,367.84213299,219
2024-04-26 08:00:00,3136.67,3145.71,3135.45,3139.31,3139.10,201.97163710,205
2024-04-26 09:00:00,3140.88,3154.82,3139.34,3148.74,3148.51,169.60487342,221
2024-04-26 10:00:00,3148.75,3153.47,3122.22,3122.75,3133.64,624.31022410,326
2024-04-26 11:00:00,3122.87,3129.60,3122.87,3128.38,3126.80,278.68832007,293
2024-04-26 12:00:00,3128.21,3147.21,3120.24,3128.00,3140.14,1449.48000137,589
2024-04-26 13:00:00,3128.00,3147.20,3111.85,3147.20,3126.70,549.24983431,437
2024-04-26 14:00:00,3146.26,3166.13,3123.74,3125.70,3149.02,431.38404996,554
2024-04-26 15:00:00,3125.43,3133.58,3102.55,3117.00,3116.44,1110.98367629,664
2024-04-26 16:00:00,3117.01,3127.53,3106.30,3123.34,3117.94,547.33412876,1033
2024-04-26 17:00:00,3123.35,3144.19,3118.79,3143.71,3130.88,399.72293758,1353
2024-04-26 18:00:00,3144.24,3153.32,3143.01,3149.47,3149.92,387.39896905,415
2024-04-26 19:00:00,3149.75,3150.87,3135.68,3135.68,3143.02,469.84628484,357
2024-04-26 20:00:00,3133.43,3148.79,3133.10,3141.91,3145.07,714.76991406,332
2024-04-26 21:00:00,3141.91,3152.11,3139.60,3152.10,3144.64,273.95097824,680
2024-04-26 22:00:00,3152.11,3152.11,3122.24,3131.53,3136.05,355.37376603,326
2024-04-26 23:00:00,3131.14,3133.29,3126.36,3129.96,3130.14,377.71367258,250
2024-04-27 00:00:00,3129.96,3137.66,3088.00,3106.10,3107.04,919.05122303,591
2024-04-27 01:00:00,3106.95,3110.64,3070.34,3091.76,3094.04,533.30965863,664
2024-04-27 02:00:00,3091.77,3127.99,3090.53,3119.49,3112.10,186.87590568,454
2024-04-27 03:00:00,3119.49,3123.41,3114.49,3120.76,3119.22,151.43280206,233
2024-04-27 04:00:00,3120.77,3125.71,3115.73,3122.55,3120.42,66.09290258,230
2024-04-27 05:00:00,3122.55,3124.73,3108.83,3115.77,3118.76,118.41658091,254
2024-04-27 06:00:00,3115.98,3127.85,3114.43,3122.34,3123.43,76.25009816,249
2024-04-27 07:00:00,3122.32,3129.53,3118.33,3118.33,3120.20,132.46745198,184
2024-04-27 08:00:00,3118.47,3119.66,3110.79,3111.98,3114.36,37.89294979,141
2024-04-27 09:00:00,3112.19,3119.66,3108.95,3116.00,3114.12,15.19217240,149
2024-04-27 10:00:00,3116.01,3119.03,3109.58,3112.90,3113.65,64.14450066,258
2024-04-27 11:00:00,3112.65,3124.57,3108.28,3123.17,3113.63,312.02002120,447
2024-04-27 12:00:00,3122.52,3138.02,3121.01,3137.25,3131.98,207.55327497,304
2024-04-27 13:00:00,3137.26,3149.82,3132.60,3148.70,3140.84,217.73199250,345
2024-04-27 14:00:00,3149.66,3160.97,3143.70,3147.83,3156.31,457.51899691,385
2024-04-27 15:00:00,3147.83,3153.74,3138.15,3140.58,3146.15,516.15146191,373
2024-04-27 16:00:00,3141.84,3157.50,3140.40,3152.02,3150.17,61.97905197,297
2024-04-27 17:00:00,3152.03,3257.55,3152.02,3255.51,3195.83,2142.15269111,1338
2024-04-27 18:00:00,3254.59,3279.31,3230.56,3253.48,3254.87,1217.00527524,1134
2024-04-27 19:00:00,3253.48,3254.00,3230.87,3234.18,3245.89,659.19700350,719
2024-04-27 20:00:00,3234.47,3241.20,3222.73,3233.60,3232.76,133.26640685,392
2024-04-27 21:00:00,3233.61,3247.32,3233.61,3240.32,3240.74,229.62164077,409
2024-04-27 22:00:00,3240.14,3252.63,3240.03,3244.17,3250.60,272.05297539,294
2024-04-27 23:00:00,3244.17,3259.00,3244.17,3252.62,3250.95,471.56306547,412
2024-04-28 00:00:00,3252.63,3257.62,3250.00,3253.31,3253.39,138.53147288,331
2024-04-28 01:00:00,3253.32,3270.00,3251.69,3263.98,3265.40,131.74371357,333
2024-04-28 02:00:00,3264.64,3315.00,3261.18,3307.96,3288.64,350.08616078,645
2024-04-28 03:00:00,3308.80,3324.85,3303.01,3307.25,3311.62,484.86067365,464
2024-04-28 04:00:00,3307.25,3307.58,3299.30,3299.30,3304.01,129.05343803,265
2024-04-28 05:00:00,3299.01,3320.67,3298.91,3312.49,3307.15,282.41723788,242
2024-04-28 06:00:00,3312.49,3321.27,3306.37,3319.45,3318.50,248.00479580,235
2024-04-28 07:00:00,3319.51,3333.00,3312.98,3315.00,3320.19,296.53349229,401
2024-04-28 08:00:00,3315.00,3322.54,3307.15,3309.53,3318.49,538.51454344,366
2024-04-28 09:00:00,3309.65,3315.78,3302.00,3304.61,3307.59,179.30147795,398
2024-04-28 10:00:00,3304.61,3306.96,3286.35,3300.00,3296.92,127.45961884,290
2024-04-28 11:00:00,3300.01,3300.01,3274.99,3284.87,3289.03,780.45477828,520
2024-04-28 12:00:00,3284.46,3294.00,3283.49,3287.85,3290.07,450.19620894,213
2024-04-28 13:00:00,3287.11,3318.87,3285.00,3312.42,3309.82,260.51700977,413
2024-04-28 14:00:00,3312.42,3323.66,3304.89,3313.93,3310.90,211.82180213,797
2024-04-28 15:00:00,3312.98,3322.09,3310.37,3319.61,3317.84,260.82284025,652
2024-04-28 16:00:00,3319.61,3327.88,3307.57,3319.27,3322.31,462.74418645,567
2024-04-28 17:00:00,3319.53,3328.63,3312.90,3327.58,3318.09,240.83191156,656
2024-04-28 18:00:00,3327.58,3355.90,3320.45,3342.97,3338.40,520.92610646,896
2024-04-28 19:00:00,3343.18,3343.18,3318.03,3318.03,3327.16,241.27931259,503
2024-04-28 20:00:00,3318.03,3319.51,3308.33,3309.50,3310.53,587.74612622,970
2024-04-28 21:00:00,3309.50,3309.78,3296.85,3302.00,3305.29,136.39030257,716
2024-04-28 22:00:00,3302.00,3308.47,3283.13,3289.40,3294.80,370.46661892,362
2024-04-28 23:00:00,3289.38,3289.38,3251.73,3262.02,3265.16,542.46711186,724
2024-04-29 00:00:00,3262.03,3283.59,3260.73,3281.28,3272.49,350.22989610,298
2024-04-29 01:00:00,3280.95,3285.23,3266.74,3275.09,3278.23,232.65135870,321
2024-04-29 02:00:00,3275.93,3278.54,3217.82,3223.23,3235.89,768.04366536,653
2024-04-29 03:00:00,3221.26,3223.38,3171.41,3177.98,3203.75,1250.22088174,897
2024-04-29 04:00:00,3174.65,3203.26,3173.00,3200.95,3194.41,898.82709578,452
2024-04-29 05:00:00,3199.43,3203.45,3176.27,3202.38,3191.15,768.83239836,539
2024-04-29 06:00:00,3202.38,3205.25,3156.55,3178.88,3183.17,586.90630742,743
2024-04-29 07:00:00,3179.79,3188.98,3172.55,3185.70,3185.69,713.58829305,365
2024-04-29 08:00:00,3186.01,3186.43,3167.00,3171.05,3176.07,87.68240324,249
2024-04-29 09:00:00,3170.71,3183.86,3162.07,3177.05,3169.02,125.07850564,278
2024-04-29 10:00:00,3177.01,3193.66,3173.08,3175.04,3183.20,171.57898716,366
2024-04-29 11:00:00,3175.08,3175.60,3148.73,3159.07,3165.48,470.84656707,442
2024-04-29 12:00:00,3159.07,3173.15,3135.92,3169.58,3159.32,245.66078270,671
2024-04-29 13:00:00,3170.82,3173.24,3113.70,3130.00,3128.80,1136.61174240,889
2024-04-29 14:00:00,3130.00,3178.52,3126.93,3174.96,3161.67,452.81491000,664
2024-04-29 15:00:00,3175.19,3182.99,3170.15,3182.36,3175.84,363.66602213,449
2024-04-29 16:00:00,3182.36,3187.77,3155.85,3157.66,3176.49,381.39383111,467
2024-04-29 17:00:00,3157.74,3177.75,3157.74,3175.23,3166.91,393.60368843,436
2024-04-29 18:00:00,3175.23,3176.98,3161.51,3174.93,3168.82,258.45585780,522
2024-04-29 19:00:00,3172.17,3182.99,3161.08,3182.99,3168.76,455.05921059,394
2024-04-29 20:00:00,3182.98,3190.00,3174.21,3176.76,3178.98,761.27797313,371
2024-04-29 21:00:00,3175.93,3176.16,3164.21,3171.30,3172.81,352.85709122,285
2024-04-29 22:00:00,3173.88,3218.68,3173.88,3215.17,3205.50,1030.04691484,615
2024-04-29 23:00:00,3216.64,3233.00,3214.01,3216.18,3225.75,207.36566088,394
2024-04-30 00:00:00,3216.09,3247.51,3203.75,3242.96,3224.92,377.32327603,386
2024-04-30 01:00:00,3242.54,3242.54,3172.00,3172.00,3207.76,244.49266545,357
2024-04-30 02:00:00,3170.57,3194.67,3150.85,3192.04,3173.27,1211.03311272,602
2024-04-30 03:00:00,3190.41,3191.53,3175.40,3179.87,3185.31,337.56406515,226
2024-04-30 04:00:00,3180.34,3182.75,3168.08,3168.15,3173.52,410.02084582,271
2024-04-30 05:00:00,3169.00,3175.42,3155.00,3167.33,3165.76,263.52334864,253
2024-04-30 06:00:00,3166.85,3173.01,3163.62,3170.12,3164.77,262.41446341,202
2024-04-30 07:00:00,3170.12,3171.50,3152.66,3155.35,3165.96,118.57984588,162
2024-04-30 08:00:00,3155.35,3160.79,3053.71,3066.29,3103.48,2134.03016295,1573
2024-04-30 09:00:00,3064.99,3071.76,3027.75,3047.01,3049.49,978.11022108,872
2024-04-30 10:00:00,3046.88,3053.09,3034.37,3041.80,3043.11,181.40903026,321
2024-04-30 11:00:00,3042.48,3043.34,3004.79,3006.54,3018.80,719.43550493,874
2024-04-30 12:00:00,3006.55,3014.23,2965.61,3008.69,3002.77,2081.74188551,2049
2024-04-30 13:00:00,3008.69,3018.00,2985.41,2993.53,3003.08,844.68012713,681
2024-04-30 14:00:00,2990.92,3034.00,2985.01,3018.90,3011.24,841.87683005,644
2024-04-30 15:00:00,3018.91,3026.99,2984.56,2993.64,2999.02,1636.38741064,785
2024-04-30 16:00:00,2991.54,2993.64,2943.64,2985.29,2972.43,1982.39507204,1498
2024-04-30 17:00:00,2985.29,2993.94,2970.41,2983.51,2977.32,1820.32011333,963
2024-04-30 18:00:00,2983.51,2987.19,2955.08,2973.12,2972.31,499.37928578,942
2024-04-30 19:00:00,2972.45,2980.89,2916.57,2923.75,2937.85,1494.93776042,1819
2024-04-30 20:00:00,2923.47,2974.02,2923.47,2962.29,2961.99,1629.71877511,987
2024-04-30 21:00:00,2962.36,2987.79,2962.36,2984.78,2979.38,827.88014289,558
2024-04-30 22:00:00,2984.01,3024.53,2982.51,3007.31,3004.73,544.13121120,588
2024-04-30 23:00:00,3007.15,3024.58,2997.77,3010.62,3010.80,830.08064166,418
2024-05-01 00:00:00,3010.62,3020.14,2985.00,2995.98,2995.22,515.62810472,412
2024-05-01 01:00:00,2997.41,3009.56,2977.18,2998.54,2994.54,681.65331968,458
2024-05-01 02:00:00,2999.52,2999.78,2959.53,2984.86,2976.86,1198.72074468,595
2024-05-01 03:00:00,2984.85,3003.14,2983.60,3000.58,2998.65,832.28806601,371
2024-05-01 04:00:00,3000.93,3007.86,3000.31,3003.56,3004.46,47.16187065,198
2024-05-01 05:00:00,3003.55,3004.28,2983.78,2991.31,2990.65,187.40828934,246
2024-05-01 06:00:00,2991.31,2991.73,2947.60,2949.23,2973.77,1163.77412822,439
2024-05-01 07:00:00,2950.30,2952.56,2858.00,2866.30,2885.81,3603.92892314,2301
2024-05-01 08:00:00,2866.71,2871.55,2813.80,2858.04,2836.67,2354.11345701,1489
2024-05-01 09:00:00,2858.04,2886.08,2854.04,2872.01,2873.28,535.17218235,546
2024-05-01 10:00:00,2872.62,2892.03,2858.18,2889.19,2885.67,1196.17316670,509
2024-05-01 11:00:00,2889.20,2899.99,2878.02,2899.99,2888.88,311.99175445,425
2024-05-01 12:00:00,2900.00,2928.28,2896.90,2914.20,2915.55,641.08346997,574
2024-05-01 13:00:00,2914.36,2918.31,2879.37,2887.28,2893.10,1150.89401003,662
2024-05-01 14:00:00,2887.28,2908.79,2880.00,2902.96,2889.34,603.04759957,645
2024-05-01 15:00:00,2903.05,2903.17,2863.75,2881.28,2880.73,836.66067051,917
2024-05-01 16:00:00,2881.28,2909.26,2873.40,2887.17,2890.19,757.77152658,570
2024-05-01 17:00:00,2887.18,2928.29,2865.76,2919.27,2904.03,769.33648821,725
2024-05-01 18:00:00,2919.28,3012.00,2917.82,2986.66,2970.91,1823.25485799,1608
2024-05-01 19:00:00,2988.79,2998.55,2910.00,2925.34,2969.58,1269.65851274,1206
2024-05-01 20:00:00,2924.91,2943.72,2912.90,2937.89,2932.44,1311.94779051,681
2024-05-01 21:00:00,2937.90,2971.81,2933.78,2965.54,2943.93,1959.88411880,722
2024-05-01 22:00:00,2963.84,2975.57,2962.67,2966.60,2969.18,262.77772953,452
2024-05-01 23:00:00,2966.60,2979.82,2960.12,2970.02,2968.31,563.32940792,524
2024-05-02 00:00:00,2970.01,2975.26,2943.12,2946.66,2950.28,867.71105163,567
2024-05-02 01:00:00,2946.66,2953.55,2892.78,2902.90,2924.06,339.75061418,572
2024-05-02 02:00:00,2904.85,2926.31,2900.52,2914.88,2911.66,322.88489710,362
2024-05-02 03:00:00,2917.04,2931.95,2917.04,2925.35,2923.74,351.38318712,358
2024-05-02 04:00:00,2926.26,2933.77,2914.89,2918.30,2927.82,454.52332622,310
2024-05-02 05:00:00,2918.56,2919.29,2896.32,2911.02,2909.98,348.82646894,316
2024-05-02 06:00:00,2911.67,2920.10,2907.39,2908.41,2912.41,120.87851721,192
2024-05-02 07:00:00,2910.74,2932.44,2910.74,2919.83,2924.05,204.49554180,338
2024-05-02 08:00:00,2919.01,2942.39,2918.00,2939.50,2929.27,1340.33248104,511
2024-05-02 09:00:00,2939.51,2945.38,2935.00,2944.70,2940.51,122.46892650,217
2024-05-02 10:00:00,2944.70,2965.65,2936.87,2965.64,2957.31,489.35087564,387
2024-05-02 11:00:00,2965.23,3000.00,2964.70,2997.42,2989.72,600.26500937,641
2024-05-02 12:00:00,2994.35,3012.84,2980.51,2982.55,2992.82,1149.97538522,826
2024-05-02 13:00:00,2982.08,2986.99,2957.13,2965.38,2974.71,490.68151220,511
2024-05-02 14:00:00,2965.25,2996.47,2952.95,2994.53,2986.41,1592.20649937,851
2024-05-02 15:00:00,2993.66,3001.72,2985.85,2990.74,2997.13,552.85062130,692
2024-05-02 16:00:00,2990.74,2992.10,2977.67,2981.66,2986.24,393.50353726,565
2024-05-02 17:00:00,2982.08,2997.00,2976.88,2993.77,2987.83,172.89745424,360
2024-05-02 18:00:00,2993.65,3007.10,2975.02,2992.83,2997.93,1277.71492924,573
2024-05-02 19:00:00,2991.57,2998.33,2982.00,2998.33,2989.52,303.20316841,382
2024-05-02 20:00:00,2998.63,3000.18,2971.83,2987.18,2992.86,681.38714598,522
2024-05-02 21:00:00,2987.17,3014.39,2987.17,2996.83,3002.13,154.91902885,416
2024-05-02 22:00:00,2997.20,3014.80,2992.07,2998.18,3001.62,245.26923453,366
2024-05-02 23:00:00,2998.19,2998.19,2986.60,2987.85,2991.10,114.92323339,240
2024-05-03 00:00:00,2987.86,2993.36,2978.92,2984.99,2985.83,343.47486234,290
2024-05-03 01:00:00,2985.00,3015.33,2984.12,3008.70,3006.66,272.57547922,375
2024-05-03 02:00:00,3008.70,3034.00,3004.68,3013.09,3021.93,223.76840364,354
2024-05-03 03:00:00,3013.08,3025.75,3008.00,3010.68,3017.29,1132.55972465,514
2024-05-03 04:00:00,3010.57,3016.30,2997.98,3004.40,3009.10,159.06194692,249
2024-05-03 05:00:00,3004.50,3004.73,2996.93,2997.42,3001.56,54.44918171,157
2024-05-03 06:00:00,2997.83,2997.83,2983.66,2983.67,2988.67,108.87247007,219
2024-05-03 07:00:00,2983.67,2990.32,2958.64,2968.18,2972.91,384.18593757,384
2024-05-03 08:00:00,2968.30,2981.79,2964.39,2974.27,2976.28,182.63132387,205
2024-05-03 09:00:00,2973.47,2989.36,2973.16,2987.00,2985.64,490.51938312,306
2024-05-03 10:00:00,2987.00,2987.01,2960.23,2970.96,2982.75,814.98748746,290
2024-05-03 11:00:00,2971.98,2984.66,2963.09,2979.78,2970.89,995.95979985,509
2024-05-03 12:00:00,2979.78,3043.55,2970.18,3034.47,3011.33,3013.81215746,1104
2024-05-03 13:00:00,3034.91,3063.02,3031.88,3059.58,3046.77,1140.93501374,838
2024-05-03 14:00:00,3059.59,3071.99,3046.03,3055.66,3054.05,951.77149632,626
2024-05-03 15:00:00,3055.72,3084.31,3049.99,3078.00,3055.70,2705.82253470,1024
2024-05-03 16:00:00,3078.00,3088.00,3064.92,3068.72,3077.43,747.52595814,448
